13,7,97,2,17,"__Pyx_PyObject_CallOneArg@9240-9256@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_CallOneArg","__Pyx_PyObject_CallOneArg( PyObject * func , PyObject * arg)",9240,9256
8,2,57,2,8,"__Pyx_PyObject_CallOneArg@9258-9265@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_CallOneArg","__Pyx_PyObject_CallOneArg( PyObject * func , PyObject * arg)",9258,9265
4,1,16,1,4,"__Pyx_RaiseBufferIndexError@9269-9272@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseBufferIndexError","__Pyx_RaiseBufferIndexError( int axis)",9269,9272
48,11,224,4,50,"__Pyx_Raise@9276-9325@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_Raise","__Pyx_Raise( PyObject * type , PyObject * value , PyObject * tb , CYTHON_UNUSED PyObject * cause)",9276,9325
101,27,521,4,104,"__Pyx_Raise@9327-9430@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_Raise","__Pyx_Raise( PyObject * type , PyObject * value , PyObject * tb , PyObject * cause)",9327,9430
20,5,109,2,20,"__Pyx_PyDict_GetItem@9435-9454@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyDict_GetItem","__Pyx_PyDict_GetItem( PyObject * d , PyObject * key)",9435,9454
4,1,18,1,4,"__Pyx_RaiseTooManyValuesError@9458-9461@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseTooManyValuesError","__Pyx_RaiseTooManyValuesError( Py_ssize_t expected)",9458,9461
5,2,28,1,5,"__Pyx_RaiseNeedMoreValuesError@9464-9468@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseNeedMoreValuesError","__Pyx_RaiseNeedMoreValuesError( Py_ssize_t index)",9464,9468
3,1,13,1,3,"__Pyx_RaiseNoneNotIterableError@9471-9473@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_RaiseNoneNotIterableError","__Pyx_RaiseNoneNotIterableError( void)",9471,9473
10,4,49,1,10,"__Pyx_PyErr_GetTopmostException@9478-9487@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyErr_GetTopmostException","__Pyx_PyErr_GetTopmostException( PyThreadState * tstate)",9478,9487
12,2,89,4,15,"__Pyx__ExceptionSave@9492-9506@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx__ExceptionSave","__Pyx__ExceptionSave( PyThreadState * tstate , PyObject ** type , PyObject ** value , PyObject ** tb)",9492,9506
